"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type"
"Tbc1d10a",0.00378168443072662,-0.85203636252448,0.118,0.168,1,"Endothelial"
"Smg7",0.00280270385752479,-0.851797836362494,0.256,0.321,1,"Endothelial"
"Dcps",0.0851128476647883,0.851302418910853,0.172,0.141,1,"Endothelial"
"Muted",0.0708594873522201,-0.851060058543471,0.08,0.105,1,"Endothelial"
"B230312A22Rik",0.000153939106233604,-0.850901245797514,0.061,0.115,1,"Endothelial"
"Flt4",0.118296090566897,0.85049041299529,0.428,0.432,1,"Endothelial"
"Calcoco1",1.32125461740837e-07,-0.849378069983169,0.141,0.243,0.00303439335434006,"Endothelial"
"Mapk9",0.000141765046094599,-0.849106327791558,0.116,0.185,1,"Endothelial"
"Tbc1d1",6.01022636524502e-05,-0.848479781952266,0.125,0.199,1,"Endothelial"
"Pmaip1",0.0631262221268348,-0.847421999540975,0.171,0.203,1,"Endothelial"
"Cdk7",0.000277638575034844,-0.846787842188898,0.084,0.143,1,"Endothelial"
"Mrpl22",0.821189265851897,0.846070830525415,0.135,0.138,1,"Endothelial"
"Atxn10",2.53629674138501e-06,-0.845663912979314,0.153,0.252,0.058248590962648,"Endothelial"
"Acot13",0.282323394500471,0.845521415658072,0.164,0.195,1,"Endothelial"
"Vcpip1",3.32884471647507e-09,-0.845393590802595,0.061,0.153,7.64502477585665e-05,"Endothelial"
"Sec23ip",0.0148893726804045,-0.844885995276256,0.133,0.178,1,"Endothelial"
"Abcg1",6.81379086292489e-08,-0.844427377429212,0.15,0.264,0.00156485520957933,"Endothelial"
"Atp6v1f",0.000977589934594058,0.84420469295029,0.64,0.606,1,"Endothelial"
"Map4k2",1.92352254337564e-16,-0.844001913626565,0.182,0.363,4.4175618731165e-12,"Endothelial"
"Minos1",0.376865696458046,0.84337151860567,0.613,0.681,1,"Endothelial"
"Hadhb",1.19438312715192e-06,-0.843027427842074,0.291,0.4,0.027430202898171,"Endothelial"
"Paics",2.07076072011838e-10,-0.842478055122552,0.287,0.438,4.75570906982388e-06,"Endothelial"
"Thap7",0.607020117731679,0.842407267336418,0.11,0.122,1,"Endothelial"
"Vps26b",3.71059179001846e-05,-0.84232234967159,0.089,0.159,0.852174510495639,"Endothelial"
"Map2k5",0.0489780266487468,-0.841462202806094,0.096,0.128,1,"Endothelial"
"Mrp63",0.0369968854557497,0.841160854873201,0.178,0.226,1,"Endothelial"
"Otub1",0.141162897977582,0.840588099451869,0.365,0.342,1,"Endothelial"
"Mospd3",0.232044898101569,0.839582070770678,0.142,0.172,1,"Endothelial"
"Eprs",1.0216188212313e-05,-0.839143091981081,0.207,0.304,0.23462497848398,"Endothelial"
"Mea1",0.716454998312771,0.838829349114056,0.409,0.44,1,"Endothelial"
"Adamts1",4.10053673202416e-08,-0.83870204409805,0.496,0.618,0.00094172926587667,"Endothelial"
"Kcnq1ot1",3.10549593068847e-07,-0.838683068251635,0.137,0.239,0.00713208195441915,"Endothelial"
"Thoc2",1.3587684914963e-07,-0.838176879529899,0.214,0.333,0.0031205477175704,"Endothelial"
"Setx",0.00802505462558478,-0.838167175604546,0.142,0.189,1,"Endothelial"
"Ehmt2",0.621827503218811,0.837919349201249,0.134,0.147,1,"Endothelial"
"Ralgapb",5.76885570624614e-06,-0.837631360704427,0.076,0.149,0.132487540149649,"Endothelial"
"Spr",0.376263902877235,0.837260782162367,0.424,0.465,1,"Endothelial"
"Gsn",3.86313055092109e-88,-0.836974616336238,0.076,0.518,8.87206562324537e-84,"Endothelial"
"Rnf20",8.27161957838903e-08,-0.836930050754185,0.167,0.281,0.00189966015237282,"Endothelial"
"Calu",5.94220678765168e-16,-0.83618027035583,0.292,0.497,1.36468721085209e-11,"Endothelial"
"Ppapdc2",1.07612386230726e-08,-0.835677144166311,0.38,0.495,0.000247142606217486,"Endothelial"
"Plscr3",3.30980866784211e-06,-0.835486005166005,0.096,0.178,0.0760130658656618,"Endothelial"
"Spata6",0.00573065035518015,-0.835411748088985,0.122,0.17,1,"Endothelial"
"Evi5",2.33377652100532e-06,-0.835395757601995,0.199,0.296,0.0535975115814081,"Endothelial"
"D830031N03Rik",2.12781565885383e-11,-0.835373145957115,0.129,0.264,4.8867414421237e-07,"Endothelial"
"Nfic",0.16141727263771,0.833549138960402,0.45,0.547,1,"Endothelial"
"Rae1",0.00869541153149026,-0.833349130647221,0.12,0.164,1,"Endothelial"
"1810046J19Rik",0.194656146178776,0.833014149375667,0.314,0.3,1,"Endothelial"
"Cep57",0.00634807485494468,-0.832699503762761,0.171,0.224,1,"Endothelial"
"Snap47",0.00131107201688721,-0.83250536370755,0.11,0.166,1,"Endothelial"
"Adrm1",0.748116913391278,0.832454734421298,0.328,0.373,1,"Endothelial"
"Tmem50b",0.00568697247737724,-0.831854873486955,0.138,0.187,1,"Endothelial"
"Ftl1",7.17924744379164e-21,0.831793776330515,0.983,0.99,1.64878596794119e-16,"Endothelial"
"Inpp5a",7.94496795584101e-06,-0.831630563705315,0.113,0.193,0.182464134073845,"Endothelial"
"Cpsf2",0.003472963238242,-0.831183327538071,0.079,0.124,1,"Endothelial"
"Nbn",0.0234882442218671,-0.830750060446442,0.117,0.155,1,"Endothelial"
"Gbp2",0.00172522131928289,-0.830225043098352,0.285,0.348,1,"Endothelial"
"Ogfr",1.95384578816504e-05,-0.830050374293103,0.124,0.205,0.448720223709982,"Endothelial"
"Usp54",2.19334920246241e-10,-0.829153056991978,0.174,0.314,5.03724577837516e-06,"Endothelial"
"Gm3258",0.101770506467024,0.828848818480455,0.217,0.18,1,"Endothelial"
"Ubxn8",0.331471700248417,0.828633038515417,0.109,0.126,1,"Endothelial"
"Prkar2b",0.0301887821410791,-0.828617260241932,0.089,0.124,1,"Endothelial"
"Snx4",0.000371469881335052,-0.828514467463417,0.091,0.151,1,"Endothelial"
"Fbxo18",3.12890566588461e-05,-0.828302141594649,0.064,0.124,0.718584475227059,"Endothelial"
"Atp5l",0.127065828563877,0.827086519724073,0.75,0.792,1,"Endothelial"
"Sacm1l",7.03633907285951e-05,-0.826756678404272,0.116,0.189,1,"Endothelial"
"Nr2c2",8.1260925767451e-05,-0.826361698853415,0.08,0.143,1,"Endothelial"
"Slc25a46",2.82256693923541e-05,-0.826346864508843,0.087,0.157,0.648230723264805,"Endothelial"
"Ubr7",0.000156775182485697,-0.826299130582,0.082,0.143,1,"Endothelial"
"2210411K11Rik",0.090920114718504,0.82593161240944,0.175,0.22,1,"Endothelial"
"Smad5",3.10430508127568e-08,-0.825410571868853,0.1,0.201,0.000712934704965772,"Endothelial"
"Hbp1",6.13769432374499e-09,-0.825305690292026,0.243,0.379,0.000140958287839127,"Endothelial"
"Jup",5.39376137940573e-19,-0.824741316220199,0.547,0.751,1.23873123839432e-14,"Endothelial"
"C330021F23Rik",0.0491322929308522,-0.824658114873309,0.261,0.187,1,"Endothelial"
"Cul3",4.1100389763604e-07,-0.824547550265679,0.104,0.195,0.00943911551310928,"Endothelial"
"Trim44",2.38490567182316e-08,-0.824399205706649,0.14,0.252,0.000547717436590906,"Endothelial"
"Galnt1",0.000176626988764494,-0.823701877569039,0.122,0.193,1,"Endothelial"
"Trmt2a",0.0280387850558494,-0.823498359120583,0.106,0.141,1,"Endothelial"
"Rnf19a",6.20040607328195e-06,-0.823393248432087,0.164,0.26,0.142398525878993,"Endothelial"
"A230046K03Rik",0.229071776463087,0.823350561529965,0.121,0.145,1,"Endothelial"
"Maff",0.0934413765298286,0.823343602416205,0.198,0.243,1,"Endothelial"
"Ssr4",0.559576133302768,0.823184987307829,0.355,0.403,1,"Endothelial"
"Gipc1",0.0475427809133161,0.82308342978374,0.186,0.149,1,"Endothelial"
"Phc2",1.1838340935029e-07,-0.822110422370607,0.271,0.384,0.00271879337913877,"Endothelial"
"Dhrs3",0.0983304589311665,0.822094888013792,0.275,0.249,1,"Endothelial"
"Pomc",0.836211085539808,0.821910412891658,0.145,0.153,1,"Endothelial"
"Enc1",9.42872731109144e-13,-0.821794429233345,0.152,0.302,2.16540151426526e-08,"Endothelial"
"Psmb9",0.0321841293096969,0.821665123980137,0.322,0.287,1,"Endothelial"
"Rpl35",0.0169336905741566,0.821645510215581,0.883,0.927,1,"Endothelial"
"Fam13b",0.35637565235246,0.821099352583354,0.086,0.103,1,"Endothelial"
"Tom1",0.000528543699386337,-0.821068488362935,0.054,0.101,1,"Endothelial"
"2310044G17Rik",0.00866511368510114,-0.819695031167461,0.076,0.115,1,"Endothelial"
"Lypla2",0.150382181527683,0.818971960290183,0.154,0.187,1,"Endothelial"
"Arhgef7",0.00220526153090449,-0.818656732441143,0.107,0.159,1,"Endothelial"
"Cpsf3",0.000342500568199184,-0.818629027357579,0.123,0.191,1,"Endothelial"
"Pbxip1",3.87140271160481e-05,0.818455900899664,0.147,0.233,0.889106346747161,"Endothelial"
"Dtymk",0.820117658018533,0.818029249659097,0.127,0.126,1,"Endothelial"
"Stau1",7.0419930303148e-05,-0.818008536327484,0.172,0.252,1,"Endothelial"
"Fam160b1",0.000393650374452998,-0.817806414290979,0.108,0.17,1,"Endothelial"
"Kdm4c",0.000347143784973275,-0.817583788712517,0.078,0.134,1,"Endothelial"
"Ide",0.000291707435514963,-0.816596974917368,0.113,0.178,1,"Endothelial"
"Mrps18c",0.469020810430384,0.816547492320296,0.325,0.325,1,"Endothelial"
"Rasa1",1.13405749751637e-10,-0.816496222708211,0.19,0.335,2.60447644879609e-06,"Endothelial"
"Arf2",7.54590825636792e-07,-0.816235582932705,0.22,0.325,0.0173299329015746,"Endothelial"
"Nudt4",3.51455255501326e-05,-0.815882475323666,0.103,0.18,0.807152139784346,"Endothelial"
"Nop58",4.50866995228344e-07,-0.815441733120412,0.136,0.239,0.0103546114124141,"Endothelial"
"Rhbdd1",0.00113066123572102,-0.815393882733608,0.062,0.107,1,"Endothelial"
"Flrt2",1.07461768112761e-06,-0.815311204850911,0.065,0.14,0.0246796696647768,"Endothelial"
"Phlda1",1.13951852777834e-09,-0.8152739180968,0.037,0.117,2.61701825089573e-05,"Endothelial"
"Ppp3cc",0.000281926121733249,-0.814050338052406,0.175,0.247,1,"Endothelial"
"Nova2",0.145608920095012,0.813603200671785,0.138,0.172,1,"Endothelial"
"Bmyc",0.82567663717002,0.813598486418619,0.197,0.201,1,"Endothelial"
"Srp72",1.84137108166004e-07,-0.813383599268083,0.179,0.293,0.00422889282614046,"Endothelial"
"Vcp",1.19979169367495e-16,-0.813194892548791,0.39,0.61,2.75544160369389e-12,"Endothelial"
"Nagpa",0.163797644963769,0.813073489820753,0.122,0.098,1,"Endothelial"
"Arih1",2.8083257978169e-08,-0.812997685078862,0.102,0.205,0.00064496010272663,"Endothelial"
"Sec61a1",2.70376943812789e-20,-0.81264680967587,0.35,0.585,6.20947689160452e-16,"Endothelial"
"3110021N24Rik",0.000376845615458128,-0.812291990205861,0.076,0.13,1,"Endothelial"
"Ildr2",4.03250377429765e-08,-0.811948187091493,0.074,0.163,0.000926104816805199,"Endothelial"
"Vezf1",2.79640491111926e-08,-0.811705125921607,0.171,0.291,0.000642222351887648,"Endothelial"
"Cox17",0.0650013399766152,0.811159725572982,0.602,0.532,1,"Endothelial"
"Eefsec",0.000986108705892719,-0.811116781749162,0.081,0.134,1,"Endothelial"
"Abhd4",0.00015980337342646,-0.811034472486806,0.146,0.216,1,"Endothelial"
"Stard13",2.9365229946834e-08,-0.810606764024901,0.137,0.249,0.00067440187095899,"Endothelial"
"Ccdc85a",2.11048355970148e-10,-0.810245060109021,0.092,0.207,4.84693654321041e-06,"Endothelial"
"R3hdm1",2.02692335623957e-07,-0.810218227775848,0.119,0.22,0.0046550321799398,"Endothelial"
"Pros1",3.90721523841684e-10,-0.809846524391134,0.271,0.423,8.97331051654812e-06,"Endothelial"
"Sdcbp",2.65557620122193e-16,-0.809732232389752,0.65,0.79,6.09879630372628e-12,"Endothelial"
"6330578E17Rik",0.000343868652001766,-0.809430408918066,0.077,0.134,1,"Endothelial"
"Slc44a1",7.14738734900851e-07,-0.809389887253829,0.079,0.161,0.016414689785733,"Endothelial"
"Dhx9",0.000507918308344639,-0.809024631923691,0.115,0.176,1,"Endothelial"
"Cebpz",0.000355467091682176,-0.808835977197739,0.174,0.243,1,"Endothelial"
"Ehd2",0.000154803827868699,-0.807713273197285,0.36,0.43,1,"Endothelial"
"2310061C15Rik",0.724309359610064,0.807492629309053,0.114,0.122,1,"Endothelial"
"S100a1",0.00974071309224098,0.807225446778326,0.498,0.459,1,"Endothelial"
"Bscl2",0.000115324880901096,-0.806921271601793,0.121,0.193,1,"Endothelial"
"Fam181b",0.635292976862397,0.806155253397834,0.129,0.124,1,"Endothelial"
"Rnaset2b",3.1663802079154e-06,0.806053898316901,0.749,0.738,0.0727190878549851,"Endothelial"
"1810043H04Rik",0.153466875286878,0.805122548337484,0.217,0.258,1,"Endothelial"
"Tnk2",0.171912772885767,0.804221802193863,0.107,0.13,1,"Endothelial"
"Eif4g3",1.5070280742666e-10,-0.804047834779198,0.234,0.38,3.46104067536067e-06,"Endothelial"
"Tfip11",0.471039586419591,-0.803847910802095,0.093,0.103,1,"Endothelial"
"Efha2",0.305990733521665,0.803463219490137,0.15,0.134,1,"Endothelial"
"BC046331",0.0015367224550372,-0.803454002971885,0.061,0.105,1,"Endothelial"
"5830433M19Rik",0.000430247099685738,-0.802931691168494,0.06,0.109,1,"Endothelial"
"Zdhhc6",0.00815649880947499,-0.802623804465568,0.08,0.12,1,"Endothelial"
"Rnf4",1.04166551327748e-05,-0.802570662057648,0.19,0.291,0.239228901779305,"Endothelial"
"Slc4a2",0.00808995047258543,0.802183809133246,0.064,0.103,1,"Endothelial"
"Dmwd",4.51812739246082e-09,-0.802119741825172,0.131,0.249,0.000103763313695255,"Endothelial"
"Apc",5.57643952305719e-17,-0.801715234867969,0.169,0.359,1.28068510086531e-12,"Endothelial"
"Ccar1",3.49521071274828e-05,-0.801412614489259,0.205,0.293,0.80271009228977,"Endothelial"
"Gramd1a",0.0727002998965073,-0.801374073406678,0.08,0.107,1,"Endothelial"
"Maged2",0.00199428933587268,-0.80101270921116,0.098,0.147,1,"Endothelial"
"Pcdh1",5.85260479642417e-10,-0.800968623096039,0.217,0.359,1.34410921754677e-05,"Endothelial"
"BC005624",0.184758429946441,0.800922614639628,0.273,0.26,1,"Endothelial"
"Tlr3",0.000528356844491334,-0.800787862806064,0.066,0.117,1,"Endothelial"
"Rab6a",1.67363987759254e-15,-0.800599149545001,0.413,0.612,3.84368134287903e-11,"Endothelial"
"Vamp5",0.0951543863208363,0.800490127115599,0.368,0.344,1,"Endothelial"
"Aco2",6.0824433275717e-09,-0.800020996737752,0.268,0.405,0.000139689393461012,"Endothelial"
"Clint1",6.21630051072715e-11,-0.799872775007082,0.141,0.281,1.4276355752936e-06,"Endothelial"
"Hdgfrp3",0.837528616861019,0.799733237753376,0.213,0.212,1,"Endothelial"
"Clcn3",7.16358274056682e-06,-0.798531167516763,0.178,0.272,0.164518841219857,"Endothelial"
"Pomgnt1",1.64176348335408e-05,-0.797771280215293,0.101,0.176,0.377047401587097,"Endothelial"
"Bcar3",0.000313737151863086,-0.797601964549493,0.064,0.117,1,"Endothelial"
"1600012H06Rik",0.000284480392356856,-0.797304383670103,0.068,0.122,1,"Endothelial"
"A130040M12Rik",0.395653606951607,0.79699119438234,0.161,0.149,1,"Endothelial"
"Cdc42ep4",1.16611026260182e-06,-0.79670088033932,0.262,0.367,0.0267808882909134,"Endothelial"
"Psmg4",0.147997696566128,0.796373219775038,0.153,0.124,1,"Endothelial"
"Lipa",1.08540866244688e-08,-0.796262781128549,0.319,0.453,0.00024927495341755,"Endothelial"
"Stk25",4.3853602043954e-06,-0.795849394928578,0.2,0.302,0.100714182454145,"Endothelial"
"Lrrc41",0.00054220350939772,-0.795378118366605,0.119,0.182,1,"Endothelial"
"Gm608",0.00138680143648078,-0.794864257012207,0.069,0.117,1,"Endothelial"
"Rb1cc1",4.66864916551216e-07,-0.794830973626043,0.179,0.287,0.0107220196735152,"Endothelial"
"Actn1",8.03329794375122e-07,-0.794502156990262,0.127,0.222,0.018449272057619,"Endothelial"
"Pdgfd",0.000167606575341273,-0.794420784976865,0.175,0.254,1,"Endothelial"
"Setd8",7.46756378643425e-06,0.794316649581436,0.099,0.18,0.171500069919249,"Endothelial"
"H2-K1",1.92699427488011e-10,0.794004173403593,0.864,0.91,4.42553505168967e-06,"Endothelial"
"Serinc3",2.37407524711778e-31,-0.793984927863115,0.735,0.922,5.45230121253071e-27,"Endothelial"
"Ptges",0.000259493798524935,-0.793592970395165,0.064,0.119,1,"Endothelial"
"Tbc1d10b",4.78495839094215e-05,-0.793320652722779,0.053,0.109,1,"Endothelial"
"Wdr48",0.000346891492246882,-0.792741651776243,0.102,0.164,1,"Endothelial"
"Rps27l",0.803438152150291,0.792648130199237,0.583,0.61,1,"Endothelial"
"Gabpb1",0.00046281103172267,-0.792592964412792,0.093,0.151,1,"Endothelial"
"Foxk1",0.000990177450391473,-0.791922308612259,0.08,0.132,1,"Endothelial"
"Slc2a1",1.66171243782555e-36,-0.791865196046642,0.974,0.983,3.81628878471015e-32,"Endothelial"
"Atl2",4.69897010150385e-08,-0.791605371257921,0.107,0.207,0.00107916547351137,"Endothelial"
"Med29",0.57355403909678,0.79149437656082,0.188,0.207,1,"Endothelial"
"Lipe",9.59783761572584e-08,-0.791079822345515,0.145,0.252,0.0022042393868276,"Endothelial"
"Ddit4",5.44670032627169e-18,-0.791076416780485,0.246,0.474,1.25088919693156e-13,"Endothelial"
"AW112010",0.0418088420511045,0.790941797925801,0.529,0.52,1,"Endothelial"
"Pebp1",0.0971551968781106,0.790753881569772,0.422,0.424,1,"Endothelial"
"Tm9sf2",4.74431090401078e-15,-0.789490876943358,0.355,0.545,1.08957844221511e-10,"Endothelial"
"Akap2",1.48679342667442e-23,-0.789306468522249,0.669,0.878,3.41456978370047e-19,"Endothelial"
"Fmr1",7.69525931563892e-06,-0.78929094751243,0.116,0.201,0.176729325442963,"Endothelial"
"Copz2",0.00223337998967674,0.789052021222413,0.375,0.315,1,"Endothelial"
"Ngfrap1",0.191370333985351,0.78853848005934,0.238,0.22,1,"Endothelial"
"Ccpg1",1.21902671282868e-05,-0.788507088161643,0.178,0.272,0.279961674868234,"Endothelial"
"Exosc8",0.198363539201887,0.787982188407372,0.17,0.205,1,"Endothelial"
"Sephs2",0.0191100754158621,-0.787896174102987,0.154,0.201,1,"Endothelial"
"1300014I06Rik",0.00121067028685002,-0.786975021972521,0.174,0.239,1,"Endothelial"
"Rnf130",1.56904717258123e-06,-0.786725041569309,0.386,0.488,0.0360347373655005,"Endothelial"
"Alkbh7",0.789310777925782,0.786658016988999,0.107,0.103,1,"Endothelial"
"1200011I18Rik",0.0182877096179863,-0.786413083168269,0.088,0.124,1,"Endothelial"
"Avpi1",0.0823236205828869,0.786264879424555,0.144,0.113,1,"Endothelial"
"Ndufb2",0.790508056248927,0.78617249581746,0.421,0.43,1,"Endothelial"
"Prrg2",0.383075235544263,0.785724199748783,0.137,0.159,1,"Endothelial"
"Gmnn",0.87352537028391,0.784368301468198,0.097,0.101,1,"Endothelial"
"Kdm5a",2.19795505200721e-06,-0.784005119049042,0.176,0.279,0.0504782357243976,"Endothelial"
"Myst3",2.42571371646361e-06,-0.78299776792539,0.192,0.294,0.0557089412123032,"Endothelial"
"2510002D24Rik",0.780833863461077,0.782746196617829,0.25,0.252,1,"Endothelial"
"Gnptg",0.395569720508386,0.782317684585327,0.154,0.178,1,"Endothelial"
"Tril",0.00040895839906054,-0.782268210630429,0.146,0.216,1,"Endothelial"
"Tcf7l2",0.0139011364080532,0.782032822765641,0.204,0.268,1,"Endothelial"
"Mier3",1.66279874144691e-05,-0.781054795120816,0.096,0.17,0.381878358960697,"Endothelial"
"Usp6nl",0.0472167798736455,-0.780927230913544,0.087,0.117,1,"Endothelial"
"H2-Aa",7.2679256757874e-43,0.780866834963583,0.022,0.233,1.66915181070133e-38,"Endothelial"
"Ndufa7",0.611564378775319,0.780085902030836,0.822,0.866,1,"Endothelial"
"Prkcdbp",0.0493085820833523,0.779675821175327,0.486,0.478,1,"Endothelial"
"Anxa4",9.18111653669298e-06,-0.779622462484917,0.256,0.356,0.210853522381691,"Endothelial"
"Apcdd1",2.47035456851487e-21,-0.779064338904851,0.434,0.683,5.67341630205125e-17,"Endothelial"
"Pkig",0.00432315354169599,0.778711611581674,0.549,0.522,1,"Endothelial"
"Ier3",0.00787512442821917,0.778617783444865,0.577,0.558,1,"Endothelial"
"Pggt1b",5.21788100134316e-06,-0.778320989699589,0.104,0.185,0.119833855076847,"Endothelial"
"Cramp1l",0.0794391191251735,0.778264668201892,0.113,0.145,1,"Endothelial"
"Rbm6",0.0029958106194957,-0.777525080375586,0.141,0.197,1,"Endothelial"
"Oat",0.0321505467102288,0.777357751125249,0.156,0.208,1,"Endothelial"
"Ccdc85b",0.0076213611463972,0.776468842943498,0.642,0.627,1,"Endothelial"
"Lims1",2.56754233390581e-08,-0.776277004250181,0.269,0.403,0.000589661772404809,"Endothelial"
"Znfx1",0.387161146068349,0.775674207807814,0.139,0.159,1,"Endothelial"
"Rpe",0.000300983064025824,-0.775523522464494,0.057,0.107,1,"Endothelial"
"1110067D22Rik",1.31105485754208e-06,-0.775458638436102,0.066,0.141,0.0301096858583114,"Endothelial"
"Stt3b",5.66670499968428e-11,-0.775321923728644,0.108,0.229,1.30141547022749e-06,"Endothelial"
"Smn1",0.14092245118689,0.775114196349096,0.077,0.101,1,"Endothelial"
"Skiv2l",2.51365262595138e-06,-0.775066038251865,0.057,0.126,0.0577285462075994,"Endothelial"
"1110018J18Rik",1.28093422039397e-09,-0.77497802017563,0.111,0.228,2.9417935305568e-05,"Endothelial"
"Snx17",4.16912072273264e-05,-0.774648967254007,0.246,0.331,0.957480265182778,"Endothelial"
"Hmgcs1",0.0873197990484193,-0.773671347077275,0.122,0.153,1,"Endothelial"
"Aplp1",4.3107373680621e-16,0.773484701382828,0.084,0.241,9.90003943949143e-12,"Endothelial"
"Ccnd2",0.0318632936705247,0.773444832730224,0.194,0.256,1,"Endothelial"
"Ppp1cb",5.03736447023021e-08,-0.773229923254273,0.497,0.62,0.00115688112423307,"Endothelial"
"Shoc2",0.000102418660084383,-0.772209354171715,0.18,0.264,1,"Endothelial"
"Gmds",2.01695774680471e-05,-0.772086462879157,0.073,0.141,0.463214516131169,"Endothelial"
"Slc1a1",1.48445474529065e-10,-0.771832759321287,0.471,0.621,3.40919876803451e-06,"Endothelial"
"Galk1",0.260310810989667,0.771277764273091,0.134,0.117,1,"Endothelial"
"Sepw1",2.18332091516203e-08,0.770890321446414,0.844,0.899,0.000501421481376112,"Endothelial"
"Arl3",0.998457522123453,0.770752994556396,0.253,0.272,1,"Endothelial"
"Stambp",0.0128773500853953,-0.770290466779608,0.079,0.117,1,"Endothelial"
"Hyal1",0.00140587712402908,-0.770069443267532,0.115,0.172,1,"Endothelial"
"Galntl4",0.00104131888025867,-0.769949650532338,0.073,0.122,1,"Endothelial"
"Dhrs4",0.143539723220032,0.769437453920878,0.088,0.115,1,"Endothelial"
"Fxyd5",1.10236469678471e-06,0.768341306333524,0.89,0.918,0.0253169076263576,"Endothelial"
"Sltm",3.80856420905e-06,-0.768309927362582,0.174,0.272,0.0874674856250424,"Endothelial"
"Nr2f6",1.158659261262e-05,-0.768234255151563,0.138,0.22,0.26609768594143,"Endothelial"
"Nedd8",0.227954538645048,0.767427505383497,0.637,0.66,1,"Endothelial"
"Tipin",0.103789107433261,0.767307415212277,0.154,0.126,1,"Endothelial"
