"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.93738551771242e-98,1.36379565318591,0.392,0.179,4.44939957997834e-94,"2","Polr2c"
2.13562659434849e-98,2.09615252031031,0.254,0.089,4.90468003658075e-94,"2","Nudt14"
4.88447857326178e-98,1.32240674047105,0.672,0.463,1.1217693491353e-93,"2","Rbx1"
7.50355337426386e-98,1.48867745181233,0.644,0.414,1.72326606793344e-93,"2","Nedd8"
1.11643835485295e-97,1.07494363239296,0.63,0.387,2.56401232575528e-93,"2","Usmg5"
1.29394948142842e-97,1.34820978418155,0.597,0.345,2.97168437904851e-93,"2","Myh9"
1.32514714484777e-97,0.996567406797523,0.797,0.583,3.04333293285739e-93,"2","Sqstm1"
5.03216423632777e-97,1.04399879682364,0.829,0.665,1.15568683851504e-92,"2","Rpl27"
5.54142304253008e-97,1.88379853259753,0.573,0.342,1.27264321594746e-92,"2","Atp5k"
9.17823533396328e-97,1.37163788450131,0.439,0.213,2.10787352679801e-92,"2","Pdgfb"
1.85903679968186e-96,0.843008137799743,0.861,0.736,4.26946391414936e-92,"2","Rpl9"
7.39798164102695e-96,1.11133527570967,0.562,0.325,1.69902046367825e-91,"2","Sbds"
9.85012216995749e-96,1.14345144185238,0.672,0.436,2.26217905755244e-91,"2","Cbx3"
2.2842809201092e-95,1.2686911746916,0.687,0.462,5.24607956112278e-91,"2","Ndufa6"
2.48294074046516e-95,1.82478482160929,0.288,0.116,5.70232170455228e-91,"2","S100a10"
3.40857987060495e-95,1.5135484113917,0.265,0.096,7.82814453083133e-91,"2","Rab28"
7.28591090004583e-95,1.47794117143425,0.341,0.146,1.67328229730452e-90,"2","Hmg20b"
1.62310364333549e-94,1.32024975191953,0.485,0.262,3.72761982728428e-90,"2","Txn2"
2.90264575926982e-94,1.84228194733942,0.592,0.371,6.66621625073906e-90,"2","Rps27l"
3.01703849207974e-94,1.42991171453119,0.457,0.242,6.92893060091034e-90,"2","Rexo2"
4.45244766907047e-94,1.73301514267203,0.288,0.113,1.02254913167872e-89,"2","Dph3"
1.04342104023805e-93,1.62127173853371,0.329,0.139,2.39632076101071e-89,"2","Ak3"
2.77346952389187e-93,1.87306510296949,0.303,0.119,6.36955010857007e-89,"2","Anks1"
4.08802747542524e-93,1.38246358574197,0.635,0.417,9.38856390006161e-89,"2","Minos1"
4.46489377719916e-93,1.23731893054913,0.844,0.702,1.02540750487156e-88,"2","Rps17"
1.58657925334157e-92,1.06254202689937,0.554,0.318,3.64373791322424e-88,"2","2700089E24Rik"
2.85683187356331e-92,1.35605154621928,0.352,0.155,6.5610000808255e-88,"2","Ifrd1"
6.11078890809251e-92,1.26926148986487,0.516,0.287,1.40340378063253e-87,"2","Eif3a"
6.39224414009802e-92,1.62943268545154,0.344,0.152,1.46804278921491e-87,"2","Faim"
1.13129450442864e-91,1.64760023276269,0.502,0.286,2.59813095887082e-87,"2","Rbm8a"
3.29799550826801e-91,1.33647887746892,0.498,0.278,7.57417648428831e-87,"2","Txndc17"
4.56782592123952e-91,0.986164682514082,0.486,0.26,1.04904690107187e-86,"2","Fam108a"
6.93817646292787e-90,1.785847694034,0.313,0.13,1.59342160647601e-85,"2","Ppp2r2d"
9.03970878530367e-90,1.73613221862485,0.541,0.321,2.07605951963284e-85,"2","Ndufs6"
1.52701362038089e-89,1.08815928817108,0.58,0.339,3.50693948056675e-85,"2","Tpd52"
3.79932348755676e-89,1.67465341958588,0.297,0.12,8.72552632152285e-85,"2","Tecpr1"
3.91109613254644e-89,0.951508641527168,0.86,0.717,8.98222337800615e-85,"2","Rpl27a"
8.67447110616312e-89,1.33988178596646,0.424,0.216,1.99217903424142e-84,"2","Kras"
1.42224558630262e-88,1.21490615603753,0.553,0.334,3.26632921350259e-84,"2","Ech1"
1.49450682012056e-88,1.72370153311118,0.403,0.195,3.43228436308887e-84,"2","BC002163"
2.14892796501932e-88,1.46961490940377,0.297,0.12,4.93522796446336e-84,"2","Ccny"
9.75879975175439e-88,0.876873047938426,0.631,0.387,2.24120595098791e-83,"2","Dstn"
1.18480043571627e-87,1.53993533911133,0.466,0.255,2.72101268066599e-83,"2","Ndufa5"
1.3664449935138e-87,0.98124137161326,0.72,0.511,3.1381775721038e-83,"2","Snrpb"
1.77637709119854e-87,1.6753219622581,0.273,0.105,4.07962762764657e-83,"2","Rapgef2"
3.41548415814273e-87,0.9283237659265,0.63,0.401,7.84400091759058e-83,"2","Tprgl"
3.52391771883306e-87,0.533593106183748,0.79,0.567,8.09302943307202e-83,"2","Hsp90aa1"
8.12783458079909e-87,1.50193274742604,0.449,0.239,1.86663848982632e-82,"2","Hcfc1r1"
8.71159184752369e-87,1.66769578076293,0.567,0.35,2.00070418370229e-82,"2","Ndufb4"
1.58355144211309e-86,1.41925198039282,0.377,0.178,3.63678424195693e-82,"2","Cfdp1"
1.7411175386581e-86,0.945801404851626,0.932,0.89,3.99865053928219e-82,"2","Ubc"
1.93254388588019e-86,1.49654556497987,0.461,0.254,4.43828028831244e-82,"2","Nop10"
2.02883454551725e-86,1.45592775965071,0.369,0.174,4.65942141723492e-82,"2","Pak1ip1"
5.1390876073547e-86,1.05724908423866,0.473,0.261,1.18024285990508e-81,"2","Anp32b"
6.17398709241299e-85,1.91898185029514,0.254,0.097,1.41791787564357e-80,"2","Fam176b"
7.11010053359552e-85,1.39140266181173,0.658,0.453,1.63290568854555e-80,"2","Ubl5"
7.58620052321124e-85,1.51321964705725,0.551,0.345,1.74224681216069e-80,"2","1110003E01Rik"
9.28188997274302e-85,0.875314834308968,0.632,0.408,2.13167885114016e-80,"2","Atp5g3"
1.35667396904469e-84,1.37530185828407,0.423,0.22,3.11573743730803e-80,"2","Gemin7"
1.83955897638551e-84,1.18897167878603,0.47,0.252,4.22473114516696e-80,"2","Cbfa2t3"
3.02018383809059e-84,1.03476021652235,0.643,0.425,6.93615420255885e-80,"2","Sumo2"
3.46614031341354e-84,1.38794542955313,0.301,0.126,7.96033784378554e-80,"2","Mllt6"
4.02950372544681e-84,1.48120364919023,0.375,0.181,9.25415825586114e-80,"2","Rfk"
1.1978391638333e-83,1.58308295018333,0.337,0.155,2.75095742365956e-79,"2","Rps4y2"
3.83963931241945e-83,1.22212449879078,0.646,0.44,8.81811564490251e-79,"2","Sub1"
6.11623257465216e-83,1.75365363008039,0.633,0.424,1.40465397309461e-78,"2","Ndufb7"
7.26761114948013e-83,1.68195082315743,0.519,0.307,1.66907957658961e-78,"2","Ndufa11"
8.83918363620584e-83,0.891386849931847,0.538,0.306,2.03000691389103e-78,"2","Rheb"
1.92745456790182e-82,1.34515783882429,0.428,0.224,4.42659216064332e-78,"2","Ndufs5"
2.28172789890958e-82,0.887386948542863,0.579,0.347,5.24021629263573e-78,"2","Cdkn1b"
4.1950744595937e-82,0.54830652108578,0.961,0.921,9.63440800390288e-78,"2","Rpl13"
6.67912544084925e-82,1.02148356409181,0.649,0.437,1.53392794874544e-77,"2","Uqcrh"
1.47905108388887e-81,1.7787127812673,0.261,0.103,3.39678871925918e-77,"2","Per1"
1.61076378006262e-81,1.10230128704401,0.695,0.494,3.69928009729182e-77,"2","Psma7"
1.81481834295477e-81,1.47792549778252,0.31,0.134,4.16791180642993e-77,"2","Sh2d3c"
2.74468157058506e-81,1.02368345782795,0.456,0.237,6.30343569500564e-77,"2","B4galt4"
8.79681425426139e-81,1.75564768001058,0.317,0.142,2.02027636163367e-76,"2","Magoh"
1.29961381308125e-80,0.956384298159817,0.626,0.4,2.9846930831224e-76,"2","Skp1a"
1.72872420120473e-80,1.12975486411671,0.999,0.977,3.97018800048678e-76,"2","Tmsb4x"
1.89316125646685e-80,1.54189108198896,0.356,0.171,4.34783414160176e-76,"2","Fam165b"
3.09532950870099e-80,0.627628825589619,0.918,0.839,7.10873374968269e-76,"2","Laptm4a"
1.83851260169035e-79,1.34603193827932,0.288,0.121,4.22232804104206e-75,"2","Anxa4"
4.42720140468889e-79,1.37642491428417,0.4,0.207,1.01675107460085e-74,"2","Mrps24"
4.50457532460606e-79,1.33096777564981,0.539,0.337,1.03452076904903e-74,"2","Dnajc8"
1.7101786880971e-78,1.34392113322512,0.331,0.153,3.9275963750838e-74,"2","Zbtb20"
1.83157470421518e-78,1.51240677120534,0.387,0.198,4.20639446570058e-74,"2","2810025M15Rik"
